2023-12-05 22:01:11,541 INFO    StreamThr :442176 [internal.py:wandb_internal():86] W&B internal server running at pid: 442176, started at: 2023-12-05 22:01:11.540851
2023-12-05 22:01:11,542 DEBUG   HandlerThread:442176 [handler.py:handle_request():146] handle_request: status
2023-12-05 22:01:11,544 INFO    WriterThread:442176 [datastore.py:open_for_write():85] open: /home/neeraj/Sources/cd0581-MLops/lesson-1-machine-learning-pipelines/exercises/exercise_3/solution/download_data/wandb/run-20231205_220111-5q32v8ay/run-5q32v8ay.wandb
2023-12-05 22:01:11,545 DEBUG   SenderThread:442176 [sender.py:send():382] send: header
2023-12-05 22:01:11,549 DEBUG   SenderThread:442176 [sender.py:send():382] send: run
2023-12-05 22:01:12,031 INFO    SenderThread:442176 [dir_watcher.py:__init__():211] watching files in: /home/neeraj/Sources/cd0581-MLops/lesson-1-machine-learning-pipelines/exercises/exercise_3/solution/download_data/wandb/run-20231205_220111-5q32v8ay/files
2023-12-05 22:01:12,031 INFO    SenderThread:442176 [sender.py:_start_run_threads():1136] run started: 5q32v8ay with start time 1701813671.540839
2023-12-05 22:01:12,042 DEBUG   HandlerThread:442176 [handler.py:handle_request():146] handle_request: check_version
2023-12-05 22:01:12,042 DEBUG   SenderThread:442176 [sender.py:send_request():409] send_request: check_version
2023-12-05 22:01:12,107 DEBUG   HandlerThread:442176 [handler.py:handle_request():146] handle_request: run_start
2023-12-05 22:01:12,133 DEBUG   HandlerThread:442176 [system_info.py:__init__():32] System info init
2023-12-05 22:01:12,133 DEBUG   HandlerThread:442176 [system_info.py:__init__():47] System info init done
2023-12-05 22:01:12,133 INFO    HandlerThread:442176 [system_monitor.py:start():194] Starting system monitor
2023-12-05 22:01:12,133 INFO    SystemMonitor:442176 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-12-05 22:01:12,133 INFO    HandlerThread:442176 [system_monitor.py:probe():214] Collecting system info
2023-12-05 22:01:12,134 INFO    SystemMonitor:442176 [interfaces.py:start():190] Started cpu monitoring
2023-12-05 22:01:12,135 INFO    SystemMonitor:442176 [interfaces.py:start():190] Started disk monitoring
2023-12-05 22:01:12,135 INFO    SystemMonitor:442176 [interfaces.py:start():190] Started gpu monitoring
2023-12-05 22:01:12,136 INFO    SystemMonitor:442176 [interfaces.py:start():190] Started memory monitoring
2023-12-05 22:01:12,136 INFO    SystemMonitor:442176 [interfaces.py:start():190] Started network monitoring
2023-12-05 22:01:12,182 DEBUG   HandlerThread:442176 [system_info.py:probe():196] Probing system
2023-12-05 22:01:12,187 DEBUG   HandlerThread:442176 [system_info.py:_probe_git():181] Probing git
2023-12-05 22:01:12,197 DEBUG   HandlerThread:442176 [system_info.py:_probe_git():189] Probing git done
2023-12-05 22:01:12,197 DEBUG   HandlerThread:442176 [system_info.py:probe():244] Probing system done
